N_unmapped	401178	401178	401178
N_multimapping	347011	347011	347011
N_noFeature	1489922	9463887	1522750
N_ambiguous	66745	85	17700
Soltu.DM.01G000010.v6.1	111	0	111
Soltu.DM.01G000030.v6.1	9	0	9
Soltu.DM.01G000040.v6.1	16	0	16
Soltu.DM.01G000050.v6.1	169	0	169
Soltu.DM.01G000060.v6.1	626	0	626
Soltu.DM.01G000090.v6.1	11	0	11
Soltu.DM.01G000100.v6.1	9	0	9
Soltu.DM.01G000120.v6.1	84	0	84
Soltu.DM.01G000140.v6.1	13	0	13
Soltu.DM.01G000160.v6.1	145	0	145
Soltu.DM.01G000170.v6.1	377	4	373
Soltu.DM.01G000220.v6.1	537	0	537
Soltu.DM.01G000230.v6.1	0	0	0
Soltu.DM.01G000240.v6.1	12	0	12
Soltu.DM.01G000250.v6.1	1	0	1
Soltu.DM.01G000290.v6.1	1619	0	1619
Soltu.DM.01G000300.v6.1	180	0	180
Soltu.DM.01G000330.v6.1	13	1	12
Soltu.DM.01G000350.v6.1	433	0	433
Soltu.DM.01G000360.v6.1	262	0	262
Soltu.DM.01G000380.v6.1	175	0	175
Soltu.DM.01G000390.v6.1	9	0	9
Soltu.DM.01G000400.v6.1	0	0	0
Soltu.DM.01G000460.v6.1	0	0	0
Soltu.DM.01G000490.v6.1	168	0	168
Soltu.DM.01G000510.v6.1	54	0	54
Soltu.DM.01G000520.v6.1	206	0	206
Soltu.DM.01G000530.v6.1	27	0	27
Soltu.DM.01G000570.v6.1	8	0	8
Soltu.DM.01G000600.v6.1	0	0	0
Soltu.DM.01G000610.v6.1	0	0	0
Soltu.DM.01G000630.v6.1	0	0	0
Soltu.DM.01G000640.v6.1	0	0	0
Soltu.DM.01G000660.v6.1	13	3	10
Soltu.DM.01G000670.v6.1	45	0	45
Soltu.DM.01G000690.v6.1	0	0	0
Soltu.DM.01G000700.v6.1	5	0	5
Soltu.DM.01G000710.v6.1	262	0	262
Soltu.DM.01G000750.v6.1	147	0	147
Soltu.DM.01G000760.v6.1	476	0	476
Soltu.DM.01G000770.v6.1	30	0	30
Soltu.DM.01G000780.v6.1	1	0	1
Soltu.DM.01G000790.v6.1	251	0	251
Soltu.DM.01G000800.v6.1	95	2	93
Soltu.DM.01G000830.v6.1	0	0	0
Soltu.DM.01G000840.v6.1	0	0	0
Soltu.DM.01G000850.v6.1	0	0	0
Soltu.DM.01G000860.v6.1	0	0	0
Soltu.DM.01G000880.v6.1	227	1	226
Soltu.DM.01G000910.v6.1	73	0	73
Soltu.DM.01G000930.v6.1	83	1	82
Soltu.DM.01G000940.v6.1	4271	1	4270
Soltu.DM.01G000950.v6.1	42	0	42
Soltu.DM.01G000970.v6.1	572	0	572
Soltu.DM.01G000990.v6.1	1782	0	1782
Soltu.DM.01G001020.v6.1	16	0	16
Soltu.DM.01G001040.v6.1	38	0	38
Soltu.DM.01G001060.v6.1	8	0	8
Soltu.DM.01G001080.v6.1	8	0	8
